jruby,jruby-9.0.5.0,fps: 13.383880960358548,fps: 13.357035321835692,fps: 13.63502209312627,fps: 13.431883781103984,fps: 13.842776120584377
jruby,jruby-1.7.11,fps: 19.955655199137677,fps: 19.823788712823244,fps: 19.396552282267052,fps: 20.408163971437347,fps: 19.148935004562926
jruby,jruby-1.7.18,fps: 19.271948293290585,fps: 19.78022309694782,fps: 19.565215768796193,fps: 19.565215768796193,fps: 19.189771077428617
jruby,jruby-9.1.6.0,fps: 30.382945739323453,fps: 28.986138605243042,fps: 30.518079593560852,fps: 29.44152412175044,fps: 30.303709447110244
jruby,jruby-1.7.20.1,fps: 18.86792460374782,fps: 18.672204046785453,fps: 19.736838225183167,fps: 18.82845481293865,fps: 19.693653527212323
jruby,jruby-9.2.5.0,fps: 37.55943764468237,fps: 37.005792141291344,fps: 34.50706614889444,fps: 36.74808775940643,fps: 34.010128186834095
jruby,jruby-1.7.26,fps: 18.44262612247291,fps: 18.480493247417787,fps: 18.44262612247291,fps: 19.313301400939142,fps: 18.18182238534231
jruby,jruby-1.7.17,fps: 19.693653527212323,fps: 19.230771895540045,fps: 19.52277802659738,fps: 19.271948293290585,fps: 19.650657395063277
jruby,jruby-9.2.1.0-dev,fps: 35.067663187139026,fps: 36.912367255806956,fps: 36.80791985325847,fps: 36.09768219803674,fps: 27.857146826264426
jruby,jruby-9.2.0.0-dev,fps: 33.17469306663418,fps: 32.80708019168704,fps: 26.96325981470026,fps: 33.59476219122725,fps: 33.41081376089249
jruby,jruby-1.7.21,fps: 19.999997880723967,fps: 19.565215768796193,fps: 18.74999925494197,fps: 19.780212732176384,fps: 18.907560221969668
jruby,jruby-1.7.8,fps: 19.354842282235353,fps: 19.607838411457386,fps: 19.067791678789643,fps: 20.044548709087838,fps: 19.480513931227097
jruby,jruby-9.1.4.0,fps: 29.34248699180639,fps: 30.212903069262584,fps: 29.909069950460314,fps: 30.146127424251603,fps: 30.53045776529048
jruby,jruby-9.2.4.0,fps: 34.93428914469029,fps: 31.652533837667928,fps: 30.535083863972634,fps: 36.9069145093772,fps: 36.46901769101414
jruby,jruby-9.1.5.0,fps: 29.094945935247644,fps: 32.338583997045816,fps: 30.14324320478396,fps: 30.012100775518125,fps: 30.20842921733444
jruby,jruby-1.7.24,fps: 18.036069524567623,fps: 18.292687961845264,fps: 18.367346581296598,fps: 18.51851619283842,fps: 18.51852527752963
jruby,jruby-1.7.16.2,fps: 18.82845481293865,fps: 19.911508709928395,fps: 20.97902582924113,fps: 19.396552282267052,fps: 19.650657395063277
jruby,jruby-9.1.0.0,fps: 30.646917708587416,fps: 31.09587642595911,fps: 30.661904361915056,fps: 29.936514538420994,fps: 29.349440491688103
jruby,jruby-1.7.6,fps: 19.867546657403604,fps: 18.987342688999547,fps: 20.134226985141243,fps: 20.97901417006186,fps: 19.52277802659738
jruby,jruby-1.7.13,fps: 19.60784859636866,fps: 20.408163971437347,fps: 20.833325606808174,fps: 19.52277802659738,fps: 19.108282034525647
jruby,jruby-1.7.23,fps: 18.367346581296598,fps: 18.711011513977223,fps: 18.711020788516254,fps: 19.189771077428617,fps: 19.02748214885181
jruby,jruby-9.0.1.0,fps: 12.83958146520028,fps: 13.29247019007094,fps: 13.327814415582447,fps: 13.262742865320398,fps: 13.595785303304583
jruby,jruby-9.2.4.1,fps: 33.07219127830043,fps: 30.032179680107003,fps: 35.97758523249078,fps: 35.572922044460555,fps: 33.60591287459515
jruby,jruby-9.1.0.0-dev,fps: 27.512842259801513,fps: 28.022604974878508,fps: 26.535068609377525,fps: 31.131056448486323,fps: 29.346804394772498
jruby,jruby-9.1.9.0,fps: 29.623994586787823,fps: 28.073437333373978,fps: 26.719390223743822,fps: 29.98642084904328,fps: 29.771475046861088
jruby,jruby-1.7.10,fps: 20.134226985141243,fps: 19.396552282267052,fps: 19.780212732176384,fps: 19.607838411457386,fps: 20.316023501717098
jruby,jruby-1.7.7,fps: 30.184938088631466,fps: 30.6482660904198,fps: 30.772910137346248,fps: 30.348595592480294,fps: 30.35954873637836
jruby,jruby-9.1.8.0,fps: 29.021012720841966,fps: 29.61502940070041,fps: 29.94072763874369,fps: 31.30296724903956,fps: 30.16132155081887
jruby,jruby-9.1.3.0,fps: 29.7823842926144,fps: 28.905961114574964,fps: 29.854359980960254,fps: 30.327217535617383,fps: 30.130672819329092
jruby,jruby-9.1.7.0,fps: 18.7500085681716,fps: 18.633538827424946,fps: 19.067791678789643,fps: 18.108643988928172,fps: 19.067791678789643
jruby,jruby-1.7.14,fps: 13.369665466577494,fps: 13.73269814213987,fps: 13.705266552722081,fps: 13.954782209014173,fps: 13.636525683414302
jruby,jruby-9.0.0.0,fps: 27.721813264372248,fps: 27.95435290964611,fps: 25.321534324276183,fps: 28.414613913561617,fps: 30.125545004231146
jruby,jruby-9.1.10.0,fps: 19.230771895540045,fps: 19.823788712823244,fps: 20.134226985141243,fps: 19.43844244200327,fps: 19.067791678789643
jruby,jruby-1.7.5,fps: 13.618077160022269,fps: 13.409991321749361,fps: 13.23782367479187,fps: 13.604855920654272,fps: 13.32716869909726
jruby,jruby-9.0.0.0.rc1,fps: 28.535100849694075,fps: 30.05593639666008,fps: 26.320438724547053,fps: 30.26115324688794,fps: 30.324910788756007
jruby,jruby-9.1.11.0,fps: 27.63643701222971,fps: 29.428997026106973,fps: 30.15200055834863,fps: 30.291575497479208,fps: 30.073546469371163
jruby,jruby-9.0.3.0,fps: 29.8774392556504,fps: 29.71099921672048,fps: 30.23560205901739,fps: 31.500558403906098,fps: 30.276080926783
jruby,jruby-9.1.14.0,fps: 19.354842282235353,fps: 18.711020788516254,fps: 19.313311282165415,fps: 19.02748214885181,fps: 18.633548025320756
jruby,jruby-1.7.22,fps: 28.554249885619434,fps: 30.520172822064968,fps: 30.882310193287775,fps: 29.593151558979173,fps: 30.619284843994787
jruby,jruby-9.1.2.0,fps: 20.134226985141243,fps: 18.32994124996419,fps: 19.230771895540045,fps: 20.224722135159244,fps: 19.736838225183167
jruby,jruby-1.7.9,fps: 32.600216530844804,fps: 32.1895093980626,fps: 33.26364894818797,fps: 31.182285283622218,fps: 31.066846920957833
jruby,jruby-9.2.0.0,fps: 29.345700830671177,fps: 29.765263999831223,fps: 30.476333530412234,fps: 30.255276283283848,fps: 30.276268431143798
jruby,jruby-9.1.12.0,fps: 17.612527288667092,fps: 18.44262612247291,fps: 19.271948293290585,fps: 19.148935004562926,fps: 19.60784859636866
jruby,jruby-1.7.19,fps: 20.089287766996904,fps: 19.565215768796193,fps: 19.736848544548213,fps: 20.089287766996904,fps: 19.189761322211204
jruby,jruby-1.7.12,fps: 19.650657395063277,fps: 19.108282034525647,fps: 18.86792460374782,fps: 18.218625029319696,fps: 18.108652675924855
jruby,jruby-1.7.25,fps: 13.689477670536927,fps: 13.800081442842343,fps: 13.344686795073226,fps: 13.409028175203142,fps: 13.963651814123178
jruby,jruby-9.0.0.0.rc2,fps: 30.370655943106968,fps: 26.721783839338862,fps: 30.7485724487702,fps: 26.55095399478664,fps: 31.29866550526506
jruby,jruby-9.1.1.0,fps: 33.33874976556074,fps: 30.390270839094644,fps: 34.239992986235464,fps: 35.884549093723265,fps: 36.71401400788922
jruby,jruby-9.2.3.0,fps: 19.067791678789643,fps: 20.547935720638876,fps: 18.108652675924855,fps: 20.64219668762307,fps: 19.60784859636866
jruby,jruby-1.7.15,fps: 33.89095093225501,fps: 27.83244344871005,fps: 28.68404814738329,fps: 35.76198738223843,fps: 32.03191540994767
jruby,jruby-9.2.1.0,fps: 31.056974753296913,fps: 29.47145856129079,fps: 29.4667227601063,fps: 30.10948560185332,fps: 29.607550839437597
jruby,jruby-9.1.17.0,fps: 11.600021632892169,fps: 11.579120549850602,fps: 11.476792215624034,fps: 11.764802461547408,fps: 11.359044439638408
jruby,jruby-9.0.0.0.pre1,fps: 12.89705409853318,fps: 13.443711845430155,fps: 12.923388216273427,fps: 12.704974755461722,fps: 12.907708901787265
jruby,jruby-9.0.0.0.pre2,fps: 32.802100979067134,fps: 35.24593425546931,fps: 29.597151284770664,fps: 27.705261045225416,fps: 35.96009566129951
jruby,jruby-9.2.6.0,fps: 27.735755468363774,fps: 29.361430371866508,fps: 30.268978007922428,fps: 27.52407058041158,fps: 27.611015086159224
jruby,jruby-9.0.4.0,fps: 21.716751634354893,fps: 20.73735054567386,fps: 22.40794435158234,fps: 23.018151422329975,fps: 22.987732677143534
jruby,jruby-9.1.16.0,fps: 18.292687961845264,fps: 19.780212732176384,fps: 19.911508709928395,fps: 19.313301400939142,fps: 19.313301400939142
jruby,jruby-1.7.16.1,fps: 29.00435876665621,fps: 30.3999985063739,fps: 31.055934813364008,fps: 26.91155360021732,fps: 29.69922878640541
jruby,jruby-9.1.13.0,fps: 23.306284647470687,fps: 21.312500666141325,fps: 22.24844209055049,fps: 22.30613409982337,fps: 22.372408536669536
jruby,jruby-9.1.15.0,fps: 18.86792460374782,fps: 19.189761322211204,fps: 18.86792460374782,fps: 19.23076209859216,fps: 18.828445421616678
jruby,jruby-1.7.27,
